Tick,Mode,SH5_Temp,O2,Waste_Deposit,Efficiency_AS,Barycenter,AS_Flow,Pusher_Speed
0,1,619,5,50.00,0.21,2.98,7650,50.1
1,1,619,5,50.00,0.21,2.98,7650,50.2
2,1,619,5,50.01,0.21,2.98,7650,50.3
3,1,619,5,50.01,0.21,2.98,7650,50.4
4,1,619,5,50.02,0.21,2.98,7650,50.5
5,1,619,5,50.03,0.21,2.98,7650,50.6
6,1,618,5,50.04,0.21,2.98,7650,50.7
7,1,618,5,50.06,0.21,2.98,7650,50.8
8,1,618,5.1,50.07,0.21,2.98,7650,50.9
9,1,618,5.1,50.09,0.21,2.98,7650,51.0
10,1,618,5.1,50.11,0.21,2.98,7650,51.1
11,1,618,5.1,50.13,0.21,2.98,7650,51.2
12,1,618,5.1,50.16,0.21,2.98,7650,51.3
13,1,618,5.1,50.18,0.21,2.98,7650,51.4
14,1,618,5.1,50.21,0.21,2.98,7650,51.5
15,1,618,5.1,50.24,0.21,2.98,7650,51.6
16,1,618,5.1,50.27,0.21,2.98,7650,51.7
17,1,618,5.1,50.31,0.21,2.98,7650,51.8
18,1,617,5.1,50.34,0.21,2.98,7650,51.9
19,1,617,5.1,50.38,0.21,2.98,7650,52.0
20,1,617,5.1,50.42,0.21,2.98,7650,52.1
21,1,617,5.1,50.46,0.21,2.98,7650,52.2
22,1,617,5.2,50.51,0.21,2.98,7650,52.3
23,1,617,5.2,50.55,0.21,2.98,7650,52.4
24,1,617,5.2,50.60,0.21,2.98,7650,52.5
25,1,617,5.2,50.65,0.21,2.98,7650,52.6
26,1,617,5.2,50.70,0.21,2.98,7650,52.7
27,1,617,5.2,50.76,0.21,2.98,7650,52.8
28,1,617,5.2,50.81,0.21,2.98,7650,52.9
29,1,617,5.2,50.87,0.21,2.98,7650,53.0
30,1,617,5.2,50.93,0.21,2.98,7650,53.1
31,1,617,5.2,50.99,0.21,2.98,7650,53.2
32,1,617,5.2,51.06,0.21,2.98,7650,53.3
33,1,617,5.2,51.12,0.21,2.98,7650,53.4
34,1,617,5.2,51.19,0.21,2.98,7650,53.5
35,1,617,5.2,51.26,0.21,2.98,7650,53.6
36,1,617,5.2,51.33,0.21,2.98,7650,53.7
37,1,617,5.2,51.41,0.21,2.98,7650,53.8
38,1,617,5.2,51.48,0.21,2.98,7650,53.9
39,1,617,5.2,51.56,0.21,2.98,7650,54.0
40,1,617,5.2,51.64,0.21,2.98,7650,54.1
41,1,617,5.2,51.72,0.21,2.98,7650,54.2
42,1,616,5.2,51.81,0.21,2.98,7650,54.3
43,1,616,5.2,51.89,0.21,2.98,7650,54.4
44,1,616,5.2,51.98,0.21,2.98,7650,54.5
45,1,616,5.2,52.07,0.21,2.98,7650,54.6
46,1,616,5.2,52.16,0.21,2.98,7650,54.7
47,1,616,5.2,52.26,0.21,2.98,7650,54.8
48,1,616,5.2,52.35,0.21,2.98,7650,54.9
49,1,616,5.2,52.45,0.21,2.98,7650,55.0
50,1,616,5.2,52.55,0.21,2.98,7650,55.1
51,1,616,5.2,52.65,0.21,2.98,7650,55.2
52,1,616,5.2,52.76,0.21,2.98,7650,55.3
53,1,616,5.2,52.86,0.21,2.98,7650,55.4
54,1,617,5.2,52.97,0.21,2.98,7650,55.5
55,1,617,5.2,53.08,0.21,2.98,7650,55.6
56,1,617,5.2,53.19,0.21,2.98,7650,55.7
57,1,617,5.2,53.31,0.21,2.98,7650,55.8
58,1,617,5.2,53.42,0.21,2.98,7650,55.9
59,1,617,5.2,53.54,0.21,2.98,7650,56.0
60,1,617,5.2,53.66,0.21,2.98,7650,56.1
61,1,617,5.2,53.78,0.21,2.98,7650,56.2
62,1,617,5.2,53.91,0.21,2.98,7650,56.3
63,1,617,5.2,54.03,0.21,2.98,7650,56.4
64,1,617,5.2,54.16,0.21,2.98,7650,56.5
65,1,617,5.2,54.29,0.21,2.98,7650,56.6
66,1,617,5.2,54.42,0.21,2.98,7650,56.7
67,1,617,5.2,54.56,0.21,2.98,7650,56.8
68,1,617,5.2,54.69,0.21,2.98,7650,56.9
69,1,617,5.2,54.83,0.21,2.98,7650,57.0
70,1,617,5.2,54.97,0.21,2.98,7650,57.1
71,1,617,5.2,55.11,0.21,2.98,7650,57.2
72,1,617,5.2,55.26,0.21,2.98,7650,57.3
73,1,617,5.2,55.40,0.21,2.98,7650,57.4
74,1,617,5.2,55.55,0.21,2.98,7650,57.5
75,1,617,5.1,55.70,0.21,2.98,7650,57.6
76,1,617,5.1,55.85,0.21,2.98,7650,57.7
77,1,617,5.1,56.01,0.21,2.98,7650,57.8
78,1,618,5.1,56.16,0.21,2.98,7650,57.9
79,1,618,5.1,56.32,0.21,2.98,7650,58.0
80,1,618,5.1,56.48,0.21,2.98,7650,58.1
81,1,618,5.1,56.64,0.21,2.98,7650,58.2
82,1,618,5.1,56.81,0.21,2.98,7650,58.2
83,1,618,5.1,56.97,0.21,2.98,7650,58.2
84,1,618,5.1,57.13,0.21,2.98,7650,58.2
85,1,618,5.1,57.30,0.21,2.98,7650,58.2
86,1,619,5,57.46,0.21,2.98,7650,58.2
87,1,619,5,57.63,0.21,2.98,7650,58.2
88,1,619,5,57.79,0.21,2.98,7650,58.2
89,1,619,5,57.95,0.21,2.98,7650,58.2
90,1,619,5,58.12,0.21,2.98,7650,58.2
91,1,619,5,58.28,0.21,2.98,7650,58.2
92,1,620,4.9,58.45,0.21,2.98,7650,58.2
93,1,620,4.9,58.61,0.21,2.98,7650,58.2
94,1,620,4.9,58.77,0.21,2.98,7650,58.2
95,1,620,4.9,58.94,0.21,2.98,7650,58.2
96,1,620,4.9,59.10,0.21,2.98,7650,58.2
97,1,620,4.9,59.27,0.21,2.98,7650,58.2
98,1,620,4.8,59.43,0.21,2.98,7650,58.2
99,1,621,4.8,59.59,0.21,2.98,7650,58.2
100,1,621,4.8,59.76,0.21,2.98,7650,58.2
101,1,621,4.8,59.92,0.21,2.98,7650,58.2
102,1,621,4.8,60.09,0.21,2.98,7650,58.2
103,1,621,4.8,60.25,0.21,2.98,7650,58.2
104,1,621,4.8,60.41,0.21,2.98,7650,58.2
105,1,622,4.7,60.58,0.21,2.98,7650,58.2
106,1,622,4.7,60.74,0.21,2.98,7650,58.2
107,1,622,4.7,60.91,0.21,2.98,7650,58.2
108,1,622,4.7,61.07,0.21,2.98,7650,58.2
109,1,622,4.7,61.23,0.21,2.98,7650,58.2
110,1,622,4.7,61.40,0.21,2.98,7650,58.2
111,1,623,4.6,61.56,0.21,2.98,7650,58.2
112,1,623,4.6,61.73,0.21,2.98,7650,58.2
113,1,623,4.6,61.89,0.21,2.98,7650,58.2
114,1,623,4.6,62.05,0.21,2.98,7650,58.2
115,1,623,4.6,62.22,0.21,2.98,7650,58.2
116,1,623,4.6,62.38,0.21,2.98,7650,58.2
117,1,624,4.5,62.55,0.21,2.98,7650,58.2
118,1,624,4.5,62.71,0.21,2.98,7650,58.2
119,1,624,4.5,62.87,0.21,2.98,7650,58.2
120,1,624,4.5,63.04,0.21,2.98,7650,58.2
121,1,624,4.5,63.20,0.21,2.98,7650,58.2
122,1,624,4.5,63.37,0.21,2.98,7650,58.2
123,1,625,4.4,63.53,0.21,2.98,7650,58.2
124,1,625,4.4,63.69,0.21,2.98,7650,58.2
125,1,625,4.4,63.86,0.21,2.98,7650,58.2
126,1,625,4.4,64.02,0.21,2.98,7650,58.2
127,1,625,4.4,64.19,0.21,2.98,7650,58.2
128,1,625,4.4,64.35,0.21,2.98,7650,58.2
129,1,626,4.3,64.51,0.21,2.98,7650,58.2
130,1,626,4.3,64.68,0.21,2.98,7650,58.2
131,1,626,4.3,64.84,0.21,2.98,7650,58.2
132,1,626,4.3,65.01,0.21,2.98,7650,58.2
133,1,626,4.3,65.17,0.21,2.98,7650,58.2
134,1,626,4.3,65.33,0.21,2.98,7650,58.2
135,1,627,4.3,65.50,0.21,2.98,7650,58.2
136,1,627,4.2,65.66,0.21,2.98,7650,58.2
137,1,627,4.2,65.83,0.21,2.98,7650,58.2
138,1,627,4.2,65.99,0.21,2.98,7650,58.2
139,1,627,4.2,66.15,0.21,2.98,7650,58.2
140,1,627,4.2,66.32,0.21,2.98,7650,58.2
141,1,628,4.2,66.48,0.21,2.98,7650,58.2
142,1,628,4.1,66.65,0.21,2.98,7650,58.2
143,1,628,4.1,66.81,0.21,2.98,7650,58.2
144,1,628,4.1,66.97,0.21,2.98,7650,58.2
145,1,628,4.1,67.14,0.21,2.98,7650,58.2
146,1,628,4.1,67.30,0.21,2.98,7650,58.2
147,1,629,4.1,67.47,0.21,2.98,7650,58.2
148,1,629,4,67.63,0.21,2.98,7650,58.2
149,1,629,4,67.79,0.21,2.98,7650,58.2
150,1,629,4,67.96,0.21,2.98,7650,58.2
151,1,629,4,68.12,0.21,2.98,7650,58.2
152,1,629,4,68.29,0.21,2.98,7650,58.2
153,1,630,4,68.45,0.21,2.98,7650,58.2
154,1,630,3.9,68.61,0.21,2.98,7650,58.2
155,1,630,3.9,68.78,0.21,2.98,7650,58.2
156,1,630,3.9,68.94,0.21,2.98,7650,58.2
157,1,630,3.9,69.11,0.21,2.98,7650,58.2
158,1,630,3.9,69.27,0.21,2.98,7650,58.2
159,1,630,3.9,69.43,0.21,2.98,7650,58.2
160,1,631,3.8,69.60,0.21,2.98,7650,58.2
161,1,631,3.8,69.76,0.21,2.98,7650,58.2
162,1,631,3.8,69.93,0.21,2.98,7650,58.2
163,1,631,3.8,70.09,0.21,2.98,7650,58.2
164,1,631,3.8,70.25,0.21,2.98,7650,58.2
165,1,631,3.8,70.42,0.21,2.98,7650,58.2
166,1,632,3.8,70.58,0.21,2.98,7650,58.2
167,1,632,3.7,70.75,0.21,2.98,7650,58.2
168,1,632,3.7,70.91,0.21,2.98,7650,58.2
169,1,632,3.7,71.07,0.21,2.98,7650,58.2
170,1,632,3.7,71.24,0.21,2.98,7650,58.2
171,1,632,3.7,71.40,0.21,2.98,7650,58.2
172,1,633,3.7,71.57,0.21,2.98,7650,58.2
173,1,633,3.6,71.73,0.21,2.98,7650,58.2
174,1,633,3.6,71.89,0.21,2.98,7650,58.2
175,1,633,3.6,72.06,0.21,2.98,7650,58.2
176,1,633,3.6,72.22,0.21,2.98,7650,58.2
177,1,633,3.6,72.39,0.21,2.98,7650,58.2
178,1,634,3.6,72.55,0.21,2.98,7650,58.2
179,1,634,3.5,72.71,0.21,2.98,7650,58.2
180,1,634,3.5,72.88,0.21,2.98,7650,58.2
181,1,634,3.5,73.04,0.21,2.98,7650,58.2
182,1,634,3.5,73.21,0.21,2.98,7650,58.2
183,1,634,3.5,73.37,0.21,2.98,7650,58.2
184,1,635,3.5,73.53,0.21,2.98,7650,58.2
185,1,635,3.4,73.70,0.21,2.98,7650,58.2
186,1,635,3.4,73.86,0.21,2.98,7650,58.2
187,1,635,3.4,74.03,0.21,2.98,7650,58.2
188,1,635,3.4,74.19,0.21,2.98,7650,58.2
189,1,635,3.4,74.35,0.21,2.98,7650,58.2
190,1,636,3.4,74.52,0.21,2.98,7650,58.2
191,1,636,3.3,74.68,0.21,2.98,7650,58.2
192,1,636,3.3,74.85,0.21,2.98,7650,58.2
193,1,636,3.3,75.01,0.21,2.98,7650,58.2
194,1,636,3.3,75.17,0.21,2.98,7650,58.2
195,1,636,3.3,75.34,0.21,2.98,7650,58.2
196,1,637,3.3,75.50,0.21,2.98,7650,58.2
197,1,637,3.3,75.67,0.21,2.98,7650,58.2
198,1,637,3.2,75.83,0.21,2.98,7650,58.2
199,1,637,3.2,75.99,0.21,2.98,7650,58.2
200,1,637,3.2,76.16,0.21,2.98,7650,58.2
201,1,637,3.2,76.32,0.21,2.98,7650,58.2
202,1,638,3.2,76.49,0.21,2.98,7650,58.2
203,1,638,3.2,76.65,0.21,2.98,7650,58.2
204,1,638,3.1,76.81,0.21,2.98,7650,57.7
205,1,638,3.1,76.97,0.21,2.98,7650,57.2
206,1,639,3,77.11,0.21,2.98,7650,56.7
207,1,640,2.9,77.25,0.21,2.98,7650,56.2
208,1,640,2.8,77.37,0.21,2.98,7650,55.7
209,1,641,2.7,77.48,0.21,2.98,7650,55.2
210,1,641,2.6,77.59,0.21,2.98,7650,54.7
211,1,642,2.6,77.68,0.21,2.98,7650,54.2
212,1,642,2.5,77.77,0.21,2.98,7650,53.7
213,1,643,2.4,77.84,0.21,2.98,7650,53.2
214,1,644,2.3,77.90,0.21,2.98,7650,52.7
215,1,644,2.2,77.96,0.21,2.98,7650,52.2
216,1,645,2.1,78.00,0.21,2.98,7650,51.7
217,1,645,2.1,78.04,0.21,2.98,7650,51.2
218,1,646,2,78.06,0.21,2.98,7650,50.7
219,1,646,1.9,78.07,0.21,2.98,7650,50.2
220,1,647,1.8,78.08,0.21,2.98,7650,49.7
221,1,648,1.7,78.07,0.21,2.98,7650,49.2
222,1,648,1.6,78.06,0.21,2.98,7650,48.7
223,1,649,1.5,78.03,0.21,2.98,7650,48.2
224,1,649,1.4,77.99,0.21,2.98,7650,47.7
225,1,650,1.3,77.95,0.21,2.98,7650,47.2
226,1,650,1.2,77.89,0.21,2.98,7650,46.7
227,1,651,1.2,77.83,0.21,2.98,7650,46.2
228,1,652,1.1,77.75,0.21,2.98,7650,45.7
229,1,652,1,77.66,0.21,2.98,7650,45.2
230,1,653,0.9,77.57,0.21,2.98,7650,44.7
231,1,653,0.8,77.46,0.21,2.98,7650,44.2
232,1,654,0.7,77.35,0.21,2.98,7650,43.7
233,1,655,0.6,77.22,0.21,2.98,7650,43.2
234,1,655,0.5,77.08,0.21,2.98,7650,42.7
235,1,656,0.5,76.94,0.21,2.98,7650,42.2
236,1,656,0.5,76.78,0.21,2.98,7650,41.7
237,1,657,0.5,76.62,0.21,2.98,7650,41.7
238,1,657,0.5,76.45,0.21,2.98,7650,41.7
239,1,657,0.5,76.28,0.21,2.98,7650,41.7
240,2,657,0.5,76.12,0.21,2.98,7650,41.7
241,2,643,0.9,75.95,0.29,2.98,11698,41.7
242,2,642,1,75.79,0.29,2.98,11698,41.7
243,2,642,1,75.62,0.29,2.98,11698,41.7
244,2,642,1,75.45,0.29,2.98,11698,41.7
245,2,642,1,75.29,0.29,2.98,11698,41.7
246,2,642,1,75.12,0.29,2.98,11698,41.7
247,2,642,1.1,74.96,0.29,2.98,11698,41.7
248,2,641,1.1,74.79,0.29,2.98,11698,41.7
249,2,641,1.1,74.62,0.29,2.98,11698,41.7
250,2,641,1.1,74.46,0.29,2.98,11698,41.7
251,2,641,1.2,74.29,0.29,2.98,11698,41.7
252,2,641,1.2,74.13,0.29,2.98,11698,41.7
253,2,641,1.2,73.96,0.29,2.98,11698,41.7
254,2,640,1.2,73.79,0.29,2.98,11698,41.7
255,2,640,1.3,73.63,0.29,2.98,11698,41.7
256,2,640,1.3,73.46,0.29,2.98,11698,41.7
257,2,640,1.3,73.30,0.29,2.98,11698,41.7
258,2,640,1.3,73.13,0.29,2.98,11698,41.7
259,2,640,1.3,72.96,0.29,2.98,11698,41.7
260,2,639,1.4,72.80,0.29,2.98,11698,41.7
261,2,639,1.4,72.63,0.29,2.98,11698,41.7
262,2,639,1.4,72.47,0.29,2.98,11698,41.7
263,2,639,1.4,72.30,0.29,2.98,11698,41.7
264,2,639,1.5,72.13,0.29,2.98,11698,41.7
265,2,639,1.5,71.97,0.29,2.98,11698,41.7
266,2,638,1.5,71.80,0.29,2.98,11698,41.7
267,2,638,1.5,71.64,0.29,2.98,11698,41.7
268,2,638,1.5,71.47,0.29,2.98,11698,41.7
269,2,638,1.6,71.30,0.29,2.98,11698,41.7
270,2,638,1.6,71.14,0.29,2.98,11698,41.7
271,2,638,1.6,70.97,0.29,2.98,11698,41.7
272,2,637,1.6,70.81,0.29,2.98,11698,41.7
273,2,637,1.7,70.64,0.29,2.98,11698,41.7
274,2,637,1.7,70.47,0.29,2.98,11698,41.7
275,2,637,1.7,70.31,0.29,2.98,11698,41.7
276,2,637,1.7,70.14,0.29,2.98,11698,41.7
277,2,637,1.8,69.98,0.29,2.98,11698,41.7
278,2,636,1.8,69.81,0.29,2.98,11698,41.7
279,2,636,1.8,69.64,0.29,2.98,11698,41.7
280,2,636,1.8,69.48,0.29,2.98,11698,41.7
281,2,636,1.8,69.31,0.29,2.98,11698,41.7
282,2,636,1.9,69.15,0.29,2.98,11698,41.7
283,2,636,1.9,68.98,0.29,2.98,11698,41.7
284,2,635,1.9,68.81,0.29,2.98,11698,41.7
285,2,635,1.9,68.65,0.29,2.98,11698,41.7
286,2,635,2,68.48,0.29,2.98,11698,41.7
287,2,635,2,68.32,0.29,2.98,11698,41.7
288,2,635,2,68.15,0.29,2.98,11698,41.7
289,2,635,2,67.98,0.29,2.98,11698,41.7
290,2,634,2,67.82,0.29,2.98,11698,41.7
291,2,634,2.1,67.65,0.29,2.98,11698,41.7
292,2,634,2.1,67.49,0.29,2.98,11698,41.7
293,2,634,2.1,67.32,0.29,2.98,11698,41.7
294,2,634,2.1,67.15,0.29,2.98,11698,41.7
295,2,634,2.2,66.99,0.29,2.98,11698,41.7
296,2,633,2.2,66.82,0.29,2.98,11698,41.7
297,2,633,2.2,66.66,0.29,2.98,11698,41.7
298,2,633,2.2,66.49,0.29,2.98,11698,41.7
299,2,633,2.3,66.32,0.29,2.98,11698,41.7
300,2,633,2.3,66.16,0.29,2.98,11698,41.7
301,2,633,2.3,65.99,0.29,2.98,11698,41.7
302,2,632,2.3,65.83,0.29,2.98,11698,41.7
303,2,632,2.3,65.66,0.29,2.98,11698,41.7
304,2,632,2.4,65.49,0.29,2.98,11698,41.7
305,2,632,2.4,65.33,0.29,2.98,11698,41.7
306,2,632,2.4,65.16,0.29,2.98,11698,41.7
307,2,632,2.4,65.00,0.29,2.98,11698,41.7
308,2,631,2.5,64.83,0.29,2.98,11698,41.7
309,2,631,2.5,64.66,0.29,2.98,11698,41.7
310,2,631,2.5,64.50,0.29,2.98,11698,41.7
311,2,631,2.5,64.33,0.29,2.98,11698,41.7
312,2,631,2.5,64.17,0.29,2.98,11698,41.7
313,2,631,2.6,64.00,0.29,2.98,11698,41.7
314,2,631,2.6,63.83,0.29,2.98,11698,41.7
315,2,630,2.6,63.67,0.29,2.98,11698,41.7
316,2,630,2.6,63.50,0.29,2.98,11698,41.7
317,2,630,2.7,63.34,0.29,2.98,11698,41.7
318,2,630,2.7,63.17,0.29,2.98,11698,41.7
319,2,630,2.7,63.00,0.29,2.98,11698,41.7
320,2,630,2.7,62.84,0.29,2.98,11698,41.7
321,2,629,2.8,62.67,0.29,2.98,11698,41.7
322,2,629,2.8,62.51,0.29,2.98,11698,41.7
323,2,629,2.8,62.34,0.29,2.98,11698,41.7
324,2,629,2.8,62.17,0.29,2.98,11698,41.7
325,2,629,2.8,62.01,0.29,2.98,11698,41.7
326,2,629,2.9,61.84,0.29,2.98,11698,41.7
327,2,628,2.9,61.68,0.29,2.98,11698,41.7
328,2,628,2.9,61.51,0.29,2.98,11698,41.7
329,2,628,2.9,61.34,0.29,2.98,11698,41.7
330,2,628,3,61.18,0.29,2.98,11698,41.7
331,2,628,3,61.01,0.29,2.98,11698,41.7
332,2,628,3,60.85,0.29,2.98,11698,41.7
333,2,627,3,60.68,0.29,2.98,11698,41.7
334,2,627,3.1,60.51,0.29,2.98,11698,41.7
335,2,627,3.1,60.35,0.29,2.98,11698,41.7
336,2,627,3.1,60.18,0.29,2.98,11698,41.7
337,2,627,3.1,60.02,0.29,2.98,11698,41.7
338,2,627,3.1,59.85,0.29,2.98,11698,41.7
339,2,626,3.2,59.68,0.29,2.98,11698,41.7
340,2,626,3.2,59.52,0.29,2.98,11698,41.7
341,2,626,3.2,59.35,0.29,2.98,11698,41.7
342,2,626,3.2,59.19,0.29,2.98,11698,41.7
343,2,626,3.3,59.02,0.29,2.98,11698,41.7
344,2,626,3.3,58.85,0.29,2.98,11698,41.7
345,2,625,3.3,58.69,0.29,2.98,11698,41.7
346,2,625,3.3,58.52,0.29,2.98,11698,41.7
347,2,625,3.3,58.36,0.29,2.98,11698,41.7
348,2,625,3.4,58.19,0.29,2.98,11698,41.7
349,2,625,3.4,58.02,0.29,2.98,11698,41.7
350,2,625,3.4,57.86,0.29,2.98,11698,41.7
351,2,624,3.4,57.69,0.29,2.98,11698,41.7
352,2,624,3.5,57.53,0.29,2.98,11698,41.7
353,2,624,3.5,57.36,0.29,2.98,11698,41.7
354,2,624,3.5,57.19,0.29,2.98,11698,41.7
355,2,624,3.5,57.03,0.29,2.98,11698,41.7
356,2,624,3.6,56.86,0.29,2.98,11698,41.7
357,2,623,3.6,56.70,0.29,2.98,11698,41.7
358,2,623,3.6,56.53,0.29,2.98,11698,41.8
359,2,623,3.6,56.37,0.29,2.98,11698,41.9
360,2,623,3.7,56.20,0.29,2.98,11698,42.0
361,2,622,3.7,56.04,0.29,2.98,11698,42.1
362,2,622,3.8,55.89,0.29,2.98,11698,42.2
363,2,622,3.8,55.73,0.29,2.98,11698,42.3
364,2,621,3.8,55.58,0.29,2.98,11698,42.4
365,2,621,3.9,55.42,0.29,2.98,11698,42.5
366,2,621,3.9,55.27,0.29,2.98,11698,42.6
367,2,620,4,55.13,0.29,2.98,11698,42.7
